"id","title","published_at","url","description","like_count","channel_id","channel_title","channel_url","channel_description","be_excluded"
"yXJOuiNo33A","アルペジオ楽器　ミュージックスクールCM　サックス編　FM高知","2018-06-16 02:15:42 UTC","https://www.youtube.com/watch?v=yXJOuiNo33A","FM高知のアナウンサーやスタッフの方が、実際に体験レッスンを受講いただいた様子を120秒のCMにしちゃいました。 


今後も違うバージョンで火曜日の16：50～毎週放送されます。 いつもこんな感じで体験レッスンしていますよ。 

楽器を持っていなくても楽譜が読めなくても大丈夫！！ まずは無料体験レッスンを受講してみてください。　 

詳しくはこちらをクリック↓ http://www.arpeggio-gakki.co.jp/page/85 (弊社のHPです) ・・・・・・・・・・・・・・・ 　　　　 
〒780-0053 高知県 高知市 駅前町5番1号 
駅前観光ビル1F 株式会社アルペジオ楽器 
TEL: 088-878-0177 
FAX: 088-878-0178 
URL: http://www.arpeggio-gakki.co.jp/ mail: shop@arpeggio-gakki.co.jp 

営業時間: 11:00から20:00","0","UC6bEW2qyl3nC17JlnahZsiw","株式会社アルペジオ楽器","https://www.youtube.com/channel/UC6bEW2qyl3nC17JlnahZsiw","","0"
"7Uh31qsgAoE","アイシテヤマナイ2頒布中　CM動画","2018-06-15 22:56:34 UTC","https://www.youtube.com/watch?v=7Uh31qsgAoE","ヤンデレ・怖い女をテーマにしたオリジナルボイスドラマ「アイシテヤマナイ2」のCM（頒布中バージョン）
出演：力丸乃りこ・成瀬未亜・壱智村小真　イラスト：早川あかり

サークルのWEBはこちら→http://protoplot.web.fc2.com/
前作、アイシテヤマナイの予告はこちら→https://youtu.be/IBOol75cmOo
DLsite→　http://dlsite.jp/howtw/RJ216080","0","UCufOCRNodalNdfD9PS9QeBA","Proto Plot","https://www.youtube.com/channel/UCufOCRNodalNdfD9PS9QeBA","","0"
"5so27UBMgvk","アイシテヤマナイ　頒布中　CM動画","2018-06-15 22:35:31 UTC","https://www.youtube.com/watch?v=5so27UBMgvk","ヤンデレ・怖い女をテーマにしたオリジナルボイスドラマ「アイシテヤマナイ」のCM（頒布中バージョン）
出演：力丸乃りこ・竹間千ノ美・成瀬未亜　イラスト：早川あかり
サークルのWEBはこちら→http://protoplot.web.fc2.com/
DLSite→http://www.dlsite.com/home/work/=/pro...","0","UCufOCRNodalNdfD9PS9QeBA","Proto Plot","https://www.youtube.com/channel/UCufOCRNodalNdfD9PS9QeBA","","0"
"-bItA14oYYo","かりこ作：アプリCM（仮）","2018-06-15 15:56:10 UTC","https://www.youtube.com/watch?v=-bItA14oYYo","かりこが今考えてるアプリのCM（仮）。
イメージ共有の手助けにするためだけに作りました。

言葉で説明するよりは伝わると思うんだけどなあ～どうなんだろうか(・_・;)


【かりこのブログ】https://karikotop.work
【お問い合わせ】https://karikotop.work/contact-me/","3","UCYxSDFKQ5Hr_FDiMJyrnUMA","かりこのチャンネル","https://www.youtube.com/channel/UCYxSDFKQ5Hr_FDiMJyrnUMA","初めまして、
横井ゆうかです。

1998年生まれ。
みんなからはかりこと呼ばれています！

YouTubeの他に、
「かりこのブログ」
というタイトルでブログをやっています。

めちゃくちゃクセ、強いです。

このブログで徹底していることは、
かりこの”本音”をしっかり書き出すこと。

世間体とか常識とか、
全力で無視しまくっているので
不快に思われる方がもしいたらごめんなさい。

このブログは、
情緒たっぷり、
主観たっぷり、
本人が書きたいことを、
書きたいように書いている、
まさに”かりこの独壇場”です。

そしてそれを良いことに、
わたしは普段この様に一人称を
「わたし」に統一していますが、
執筆活動のとき限定で一人称を
「僕」に意図的に変えています。

その理由について書かれた記事を、
URLにして貼ってあるので、もし、
興味がある人がいたらぜひ覗いてみて下さい。

自分のセクシャルな面についても語っています。","0"
"Jr6O7KyY2MI","茶髪がっきー（チキンラーメンCM 新垣結衣）","2018-06-15 12:54:05 UTC","https://www.youtube.com/watch?v=Jr6O7KyY2MI","","8","UCKAn2xKJMNMD5BeYRxAYMTA","celica200312","https://www.youtube.com/channel/UCKAn2xKJMNMD5BeYRxAYMTA","","0"
"gdKdcVC_pho","やいづTV CMバナースポンサーの紹介","2018-06-15 08:36:20 UTC","https://www.youtube.com/watch?v=gdKdcVC_pho","やいづTVチャンネル登録はこちら
https://www.youtube.com/user/havakit

Havakit studio（エイシック）にて、毎週月曜日にShowroomにて
情報番組の配信を行なっております。
ご興味がある方は、お気軽にお問合せくだざい。


公式HP
http://tv.yaizu.net/

facebookページ
https://www.facebook.com/yaizu.ust

～～～～～～～～～～～～～～～～～～～～～～～～～～～～

焼津駅前エイシックは、パソコン教室を運営しております。

また、エイシックでは動画を使った集客の仕組みもご提案しております。
チラシだけでは思うような集客ができない方、ぜひ一度ご相談ください。

DVD製作・CDジャケット・ポストカード・年賀状・のぼり旗・チラシ・
ポスター・ホームページ制作・動画編集・音作りなど、
デジタルデータの制作は何でもエイシックにおまかせください。

焼津市栄町1-6-11　河村ビル１F
エイシック　054（621）0562

～～～～～～～～～～～～～～～～～～～～～～～～～～～～～

～Havakit Studioの紹介～

毎週月曜日に焼津駅前のエイシック（Havakit Studio）に集まり、
いろいろな番組を配信しております。

スタジオでの観覧・告知などは無料です。
ぜひ遊びにいらしてください。

やいづTVメインチャンネル（LIVEでの閲覧は下のURLから）
http://www.ustream.tv/channel/yaizu","1","UCqcEU1P3ByhUQDVTKIrtc1A","やいづTV HAVAKIT studioより焼津市を動画で紹介","https://www.youtube.com/channel/UCqcEU1P3ByhUQDVTKIrtc1A","なんとチャンネルのなんとです。

チャンネル登録してくださいましたら、１００％チャンネル登録をお返ししますので、されてなかったらコメントをいれてください。

I am Nant™ !

Ｉ'm a reporter of the interesting  events in Japan.　


毎週月曜日に焼津駅前のスタジオから番組の配信を行なっております。


そのほかにも、日常で面白そうなことを動画に撮って、ナレーションを付けてみたいと思います。

ご意見・ご要望などありましたら、私なんとにお知らせください。","0"
"qiSgBZkSHRc","この動画はお菓子のCMです。","2018-06-15 08:09:43 UTC","https://www.youtube.com/watch?v=qiSgBZkSHRc","世はまさに大お菓子時代。目まぐるしく進化し続ける様々なお菓子、果たして無力な人間が“お菓子”でどのような行為を“犯し”てしまうのか！！

じってぃんぐ","3","UCXL4KkYHpmH0HOlxCfu4Jeg","ぃんぐじって","https://www.youtube.com/channel/UCXL4KkYHpmH0HOlxCfu4Jeg","","0"
"tqFTL5V4m2I","実際のユーザーが出演！スヴェンソン、リアリティある新CMを放送","2018-06-15 05:15:33 UTC","https://www.youtube.com/watch?v=tqFTL5V4m2I","定額制増毛サービスや薄毛専門ヘアカットなどを全国展開する企業「スヴェンソン」が6月1日より、新CM「喫茶店再会」篇をオンエアしました。久しぶりに再会した男女が会話を繰り広げるという、一見薄毛や増毛とは関係なさそうなストーリー。どう見ても恋愛がらみの話が始まりそうな雰囲気ですが、この動画は“髪を、活かそう。”がテーマのスヴェンソンの新CM。髪を通して心や生活を豊かにしたいという思いが込められている動画となっています。男女の久しぶりの再会を描くストーリー舞台はおしゃれな喫茶店。男女が久しぶりの再会をした場面から動画は始まります。「なんか、、、少し変わった？」女性は久しぶりに会った男性の変化に気付き問いかけますが、男性は「そうかな」とそっけない態度。「何も変わらないよ。君も」と男性が言うと、女性はそれまでの穏やかな態度から一変。絶対に何かが変わっていると男性の身なりをしきりに確認し、最後には「ねえ、教えてよ。何が変わったの？」と強く問い詰めます。すると男性は「スヴェンソンにしたんだ」と打ち明けます。男性のその言葉に女性は驚愕。さらに周りにいた喫茶店の客も一斉に男性の方を振り返ります。そして喫茶店の店員までもが驚きを隠せない様子で拭いていた皿を落とし割ってしまいました。男性の自信にあふれた雰囲気はスヴェンソンによって生み出されていたということが分かる動画でした。 実際にスヴェンソン式増毛法を利用している男性を起用そして、この動画に出ている男性。実は実際にスヴェンソン式増毛法を利用している方なんです。Before Afterの画像を見ればわかる通り以前は薄毛だった男性も見事に若々しいヘアスタイルに。動画では髪の毛を取り戻し、自信を持ってイキイキとした生活をしている男性が描かれています。いかがでしたでしょうか。男女の再会を序盤はシリアスに表現し、ラストにはコメディの要素もある新CM「喫茶店再会」篇は6月1日より放送中です。週刊朝日 2014-10-14 発売号 Fujisan.co.jpより","0","UC1HkJiM0QE-7MmaPgD8DLag","Sale Cumew","https://www.youtube.com/channel/UC1HkJiM0QE-7MmaPgD8DLag","","0"
"bTuzUEjPtfg","神バディファイト「スタートデッキ3種」CM　30秒Ver.1","2018-06-15 01:00:01 UTC","https://www.youtube.com/watch?v=bTuzUEjPtfg","友牙とJUNBOの実写CM！
友牙が動画撮影をしていると…！？

フューチャーカード 神バディファイト
スタートデッキ第1弾「神ドラ」
収録ワールド：ドラゴンW
スタートデッキ第2弾「ギャラクシー▽（トライアングル）」
収録ワールド：スタードラゴンW
スタートデッキ第3弾「スパイラル絆竜団」
収録ワールド：エンシェントW

2018年6月23日（土）発売
カード52枚入り
希望小売価格：900円+税

缶ペンケースに入った神デッキ！
ファイトに必要なものがすべて入っているぞ！
ここからバディファイトはじめよう！

バディファイト公式ホームページ
http://fc-buddyfight.com/","30","UCFoS_FzutpGb3EDH3dZ47sw","ブシロード公式チャンネル","https://www.youtube.com/channel/UCFoS_FzutpGb3EDH3dZ47sw","ブシロードのYouTubeチャンネルがリニューアルOPEN!
ブシモとブシロードミュージックの動画もまとめてお楽しみ頂けるチャンネルとして生まれ変わります！
ぜひチャンネル登録の上、お楽しみください！","0"
"YUDkUqJq0uQ","神バディファイト「スタートデッキ3種」CM　30秒Ver.2","2018-06-15 01:00:01 UTC","https://www.youtube.com/watch?v=YUDkUqJq0uQ","友牙とJUNBOの実写CM！
友牙が動画撮影をしていると…！？

フューチャーカード 神バディファイト
スタートデッキ第1弾「神ドラ」
収録ワールド：ドラゴンW
スタートデッキ第2弾「ギャラクシー▽（トライアングル）」
収録ワールド：スタードラゴンW
スタートデッキ第3弾「スパイラル絆竜団」
収録ワールド：エンシェントW

2018年6月23日（土）発売
カード52枚入り
希望小売価格：900円+税

缶ペンケースに入った神デッキ！
ファイトに必要なものがすべて入っているぞ！
ここからバディファイトはじめよう！

バディファイト公式ホームページ
http://fc-buddyfight.com/","44","UCFoS_FzutpGb3EDH3dZ47sw","ブシロード公式チャンネル","https://www.youtube.com/channel/UCFoS_FzutpGb3EDH3dZ47sw","ブシロードのYouTubeチャンネルがリニューアルOPEN!
ブシモとブシロードミュージックの動画もまとめてお楽しみ頂けるチャンネルとして生まれ変わります！
ぜひチャンネル登録の上、お楽しみください！","0"
"YMDf6KrwK-M","ペヤングヌードル　TVCM　リアルユーザー篇01","2018-06-15 00:47:24 UTC","https://www.youtube.com/watch?v=YMDf6KrwK-M","2016年10月公開","","UCtAIhe3KuMlxSwLuyuFcoQw","【official】 peyoung","https://www.youtube.com/channel/UCtAIhe3KuMlxSwLuyuFcoQw","","0"
"fqyyHaiCoCQ","岩田剛典：「俺、正社員になる！」　新CMのメーキング公開　「将来を変…","2018-06-14 19:55:56 UTC","https://www.youtube.com/watch?v=fqyyHaiCoCQ","岩田剛典：「俺、正社員になる！」　新CMのメーキング公開　「将来を変… 
【動画】岩ちゃんがびしょぬれで「正社員になる！」　話題のCMのメーキング公開！ ＜写真特集＞岩田剛典のタキシード姿がすてきすぎる！ 岩ちゃんが撮影で森生活　「起きると顔に…」 ＜岩田剛典＞ファンからの...","0","UCBVXLOd6dcdb70_OVPMRKzQ","ストマンガのリ","https://www.youtube.com/channel/UCBVXLOd6dcdb70_OVPMRKzQ","","0"
"zdeP1o2rVa4","【懐かしい】ドリフ「全員集合。ＣＭギャグ」","2018-06-14 17:02:02 UTC","https://www.youtube.com/watch?v=zdeP1o2rVa4","世界中の面白動画や衝撃映像を集めた
スマホ用アプリをリリース
詳細はこちら→http://wadaidouga.xsrv.jp/lpapp.php","0","UCWllYLUNgpbh8ktu0QDmiHw","動画バズ","https://www.youtube.com/channel/UCWllYLUNgpbh8ktu0QDmiHw","","0"
"Yj1sj5pq2Zk","【動画】高木菜那選手、CMに初挑戦　共演の佐々木蔵之介は“モーターの化身”に","2018-06-14 15:29:42 UTC","https://www.youtube.com/watch?v=Yj1sj5pq2Zk","見てくれてありがとう。！ 
共有して購読してください。..! 
または、私の最新のビデオを見る: https://goo.gl/6Q4cbE 
#エンタメ #芸能 #国内 #スポーツ #インタビュー 
【動画】高木菜那選手、CMに初挑戦　共演の佐々木蔵之介は“モーターの化身”に 
https://mantan-web.jp/movie/Gt5YqqpePSg.html","2","UCx-xuBQTZm8cHLdsB-qdbGw","特殊部隊","https://www.youtube.com/channel/UCx-xuBQTZm8cHLdsB-qdbGw","","0"
"RlLDJU4W_Qk","CM動画です。","2018-06-14 11:54:29 UTC","https://www.youtube.com/watch?v=RlLDJU4W_Qk","","9","UCrUxspbpZI0z5MzEotXe7tg","一億総YouTuber計画チャンネル","https://www.youtube.com/channel/UCrUxspbpZI0z5MzEotXe7tg","","0"
"dMw8OmNCJnU","ツラネ 「1st demo」CM動画　１「純」","2018-06-14 10:02:42 UTC","https://www.youtube.com/watch?v=dMw8OmNCJnU","2018年6月20日、ツラネ×片岡フグリ企画「表乾」の会場にて先行発売されるツラネの「1st demo」より「純」の一部とイメージ動画です。監督　白岩義行。

平成30年6月20日（水）ツラネ×片岡フグリ企画　「表乾」
＠八丁堀　七針
出演　ツラネ　
　　　片岡フグリ
　　　SUGAI KEN
op19:30/st20:00 入場料：2000円

ツラネ　「1st demo」
定価1000円　制作：無呼吸ファンクラブ","7","UCZXuz0-Z8jQhhGDQ63yJYEA","mukokyuu fanclub","https://www.youtube.com/channel/UCZXuz0-Z8jQhhGDQ63yJYEA","","0"
"HCb4QVwXNEw","中城村ＰＲ動画（30秒CM）","2018-06-14 04:19:05 UTC","https://www.youtube.com/watch?v=HCb4QVwXNEw","世界遺産「中城城跡」がある村、中城村（なかぐすくそん）。
マスコットキャラクター「護佐丸」が30秒ＣＭをお届けします！","0","UCeZTdSfspT8IBwfxIzNIAuQ","中城村ホームページ","https://www.youtube.com/channel/UCeZTdSfspT8IBwfxIzNIAuQ","","0"
"hdWlVuxGqL0","宿毛リゾート椰子の湯 CM","2018-06-14 03:11:53 UTC","https://www.youtube.com/watch?v=hdWlVuxGqL0","土佐の絶品料理と絶景露天風呂、全室オーシャンビューのお部屋が自慢の宿毛リゾート椰子の湯CM動画です。","0","UCDIyq2rdCwd1k5nWeOg3eAg","宿毛リゾート椰子の湯","https://www.youtube.com/channel/UCDIyq2rdCwd1k5nWeOg3eAg","","0"
"KmrumtZsdgQ","【動画】ゆりやんレトリィバァ、成田凌と相思相愛？CM撮影エピソード披露　「クラフトボス　ブラウン」商品体験会2","2018-06-13 21:53:06 UTC","https://www.youtube.com/watch?v=KmrumtZsdgQ","見てくれてありがとう。！ 
共有して購読してください。..! 
または、私の最新のビデオを見る: https://goo.gl/6Q4cbE 
#エンタメ #芸能 #国内 #スポーツ #インタビュー 
【動画】ゆりやんレトリィバァ、成田凌と相思相愛？CM撮影エピソード披露　「クラフトボス　ブラウン」商品体験会2 
https://mantan-web.jp/movie/UohLABoqXXo.html","0","UCx-xuBQTZm8cHLdsB-qdbGw","特殊部隊","https://www.youtube.com/channel/UCx-xuBQTZm8cHLdsB-qdbGw","","0"
"7VXLGNo16sg","うま屋ラーメン ＣＭノーカット版 【第２弾】","2018-06-13 20:44:29 UTC","https://www.youtube.com/watch?v=7VXLGNo16sg","","4","UC0R9a6VWM8uQpyNPcQ0zfaQ","ユンちゃん","https://www.youtube.com/channel/UC0R9a6VWM8uQpyNPcQ0zfaQ","","0"
"zsWhPqXfTKk","荒野のCM気分で撮ってみたｗｗｗ","2018-06-13 14:44:34 UTC","https://www.youtube.com/watch?v=zsWhPqXfTKk","これから、荒野の動画を撮っていきたいと思ったのでこの動画を出してみました！
ご視聴ありがとうございました！よかったらチャンネル登録よろしくお願いします！ツイッターもやってますのでフォローお待ちしてます！

ツイッター↓ @ld0R601RgaSH2YT","2","UC6WYvSrHL_8Qg7WobHwKnGg","channelゆーたん&","https://www.youtube.com/channel/UC6WYvSrHL_8Qg7WobHwKnGg","どうも！皆さん！ゆーたんです！初YouTube投稿しようと思います！よろしくお願いします！皆さんよかったらチャンネル登録よろしくお願いします！ツイッターもやってるのでよかったらフォローお待ちしてます！","0"
"IyuKXqTJi08","山口が兼任CMをしましたよ〜（≧∇≦）","2018-06-13 12:28:00 UTC","https://www.youtube.com/watch?v=IyuKXqTJi08","今日は調子が悪くても
動画を撮りましたよ～笑
意味わからんCMを作ってみたけど
でもね～ちゃんとしたCMが出来たかもね～
これからもCMを作りますよ～笑","0","UCvjxF8zCxt8TXJoRzGtSgtQ","チャンネル西川口デッドボール山口","https://www.youtube.com/channel/UCvjxF8zCxt8TXJoRzGtSgtQ","","0"
"InUSRXGg04w","【ショートドラマ】CM風動画を撮って貰った【すごい】","2018-06-13 12:02:15 UTC","https://www.youtube.com/watch?v=InUSRXGg04w","こんぼんは！ぼんぼんです(/・ω・)/
今回はいつもの動画とは違う…！素敵な動画を撮っていただいたのでアップしました🙇‍♂️

この動画は、こちらのアカウントで紹介されています☞ https://twitter.com/kotoba_da/status/1003945180498571264?s=21


YouTubeは好きな事を発信したくて始めましたが、普段は女優、タレントとして活動していますのでそちらの一面も知ってもらえたら嬉しいです🤯✨


最近コメントのお返事が遅くてごめんなさい😢
皆さんからのコメントが凄く嬉しくて力になっています😭遅くなっても必ずお返事するので、気長に待ってて貰えたら嬉しいです🐧💓


✩ SNSはこちら✩
Twitter ☞ https://twitter.com/mayu_uk0326
Instagram ☞ https://www.instagram.com/mayu_uk0326/



よかったら是非！チャンネル登録やGoodボタン、コメントをよろしくお願いします＞＜","164","UCi_Eb38aKQhntMy0ASKQSkw","ぼんぼん 金久保マユ","https://www.youtube.com/channel/UCi_Eb38aKQhntMy0ASKQSkw","🐣ぼんぼんのYouTube🐣

ゲームを中心に、色んなことに挑戦していきます！
いつも全力でチャレンジ💪

Twitter ☞ https://twitter.com/mayu_uk0326
Instagram ☞ https://www.instagram.com/mayu_uk0326/

フォローして貰えたら嬉しいです！！！
よろしくお願いします✩","0"
"dNJ9KeS0gpc","【CM】「夢を、ぎゅっと。」","2018-06-13 10:23:01 UTC","https://www.youtube.com/watch?v=dNJ9KeS0gpc","磁気テープ動画救出シリーズ第83弾。「夢を、ぎゅっと。」","0","UCq5uPvyJazo97R69xekbMew","磁気テープ動画 -MAGNETIC TAPE VIDEO-","https://www.youtube.com/channel/UCq5uPvyJazo97R69xekbMew","古いビデオテープから発掘した動画のアーカイブです。","0"
"0PBLp298p7U","【マチュー先輩がＣＭ出演！？】ＮｅｗＴシャツ！『打って悔いなし。』","2018-06-13 09:00:00 UTC","https://www.youtube.com/watch?v=0PBLp298p7U","マチュー先輩着用ウェアはこちらで購入可能！
ABCスポーツ　→　http://www.mlritz.com/link/113/1/238/26/

マチュー先輩コラボ激安ガットはこちらで購入可能！
ABCスポーツ　→　http://www.mlritz.com/link/113/1/238/28/

出演依頼、企業案件はこちらまでご連絡ください！
mtennis.channel@gmail.com

チャンネル登録お願いします！！！
https://www.youtube.com/channel/UCIGXH_qhT2f6bv6zABWaEYQ

マチュー先輩のtwitterのアカウント↓
https://twitter.com/m_tennischannel?s=09
フォローお願いします！！ツイッターや動画のコメントでやってほしい企画などどんどん書いてください！

Instagramも始めました！たくさん写真投稿するのでフォローお願いします！！
https://www.instagram.com/machu_senpai/

前回の動画：
【ジュニア＆女性に必見！！】マチュー先輩×ABCスポーツ！オリジナルナイロンガット！！
https://youtu.be/Z3euAofBIeY

人気動画：
【１番大事】正確で攻撃的なスピンサーブ！！
https://youtu.be/I_9m8G6XA3U

【１セットマッチ】遂に覚醒！？練習試合したよ！！
https://youtu.be/rakSlkU-7bQ

【激闘！？】堀江亨選手とスーパータイブレーク！！
https://youtu.be/zPQQDtWh0PY

【テニスあるある】テニスしてる人だけが共感出来る！？
https://youtu.be/4C3wgirC9Sc

【初ゲスト！】日本テニス界期待のジュニア！！堀江亨選手！！
https://youtu.be/1hET_40wXsg

【テニス】これでフォアハンドの悩み解決！体幹を意識した練習法！
https://youtu.be/SpSUM8xW5nw

【必見！！】サーブでスピードをだすコツ！！
https://youtu.be/9klLG2hPzSw","73","UCIGXH_qhT2f6bv6zABWaEYQ","M-Tennis Channel","https://www.youtube.com/channel/UCIGXH_qhT2f6bv6zABWaEYQ","What's Up Guy's!! M-Tennis Channelのマチュー先輩です！！
テニス系youtuberやってます！！テニスをしている人はもちろん、やっていない方にもテニスの楽しさを知っていただけると嬉しいです！！
練習の動画や試合の様子、いろいろな選手やyoutuberとのコラボの動画も載せますので是非楽しんでください！！","0"
"0eiumT24nMU","ゴリィスマイルプロジェクトCM動画","2018-06-13 05:02:53 UTC","https://www.youtube.com/watch?v=0eiumT24nMU","ゴリィスマイルプロジェクト
http://gory.jp/","0","UCVx2NX-hfXJ7ZCENclyeB1g","ゴリィスマイルプロジェクト","https://www.youtube.com/channel/UCVx2NX-hfXJ7ZCENclyeB1g","仙台在住シンガーソングライター、ゴリィの歌を紹介するチャンネルです、優しさの中に力強さを見せる歌声、低姿勢なＭＣ・パフォーマンスをご覧ください。またゴリィ主宰の「ゴリィスマイルプロジェクト」の企画動画も配信中！","0"
"7-N_6CavdmI","「みんなで踊ってCMに出よう」 DDよさこいチーム　2018LOVEパレード  【お手本動画】","2018-06-13 01:57:09 UTC","https://www.youtube.com/watch?v=7-N_6CavdmI","「みなさんのダンス動画がCMになります」
DDよさこいチーム2018LOVEパレード楽曲で踊った
動画を「#DDよさこい」をつけてSNSに投稿してください。 家族でダンス・学校でダンス・部活や飲み仲間達と一緒になど 楽しく踊った動画を待っています！





コンテスト概要
【名称】「みんなで踊ってCMに出よう」
【応募期間】2018年6月1日(金) 〜 7月25日(水)
【応募条件】
・DDよさこいチーム2018LOVEパレードの楽曲を使用していただくこと
・コンテストページ内の利用規約に同意いただけること
【特典】
2018年度の高知県内で放送予定のよさこい関連番組内でCM放映
※また、副賞として「オリジナルチーム Tシャツ」にテンプラキッズのサインを入れてプレゼント。
【審査基準】
ダンスの完成度や映像のオリジナリティ、SNS(twitter・facebook・Instagram・tiktok)上のシェア数などを 総合的に審査します。
【結果発表】
出演決定の際は応募者様がご利用されたSNS(twitter・facebook・Instagram・tiktok)へ事務局より、 ご連絡させていただきます。




詳しくは
https://www.dd-holdings.com/event/yosakoi_love_parade/



よさこいLOVEパレード楽曲のみで投稿してください。
「 #DDよさこい 」をお忘れなく動画に記載してください。
投稿した時点で「SNS」上に公開されます。
(誰にでも見られる状態になることをご注意ください)
CMに出演が内定した投稿動画はアカウントにダイレクトメールでお知らせします。
(その為、投稿ツールとして使用したSNS(twitter・facebook・Instagram・tiktok)の
DDよさこいチーム公式アカウントを必ずフォローしてください)","12","UCozDOvqXlvQThJtAvtdfYlA","DD Holdings","https://www.youtube.com/channel/UCozDOvqXlvQThJtAvtdfYlA","DDホールディングスの公式YOUTUBEチャンネル。ダイヤモンドダイニング/ゴールデンマジック/バグース/The Sailing/Zetton/商業藝術...などの会社を有し、都内を中心に飲食店やアミューズメント施設、ウエディング施設等を約430店舗運営しています。","0"
"Q8U1HO3DJ0g","2018 御中元CM動画「山口のことしっちょる？」","2018-06-13 00:46:28 UTC","https://www.youtube.com/watch?v=Q8U1HO3DJ0g","山口県の良いところを山口弁(下関弁)で紹介します!! 
まず、 
ぶちええところ!
そして、
ぶちええ景色!
ぶちええ潮の香り!
ぶちうまい場所!
いろいろありましたよ!!

さぁー!　行ってみよう!

うにのやまみの御中元特集はこちら
https://www.yamami.net/SHOP/624617/624619/list.html","","UCGoHUSL0j7S11gaaH4mia9g","やまみうに｜下関水陸物産株式会社","https://www.youtube.com/channel/UCGoHUSL0j7S11gaaH4mia9g","やまみうにウェブサイト「うにのやまみ」　　http://www.yamami.net/","0"
"rfZN8LelSnE","かかチャンネルさん  CM動画です。","2018-06-12 11:03:32 UTC","https://www.youtube.com/watch?v=rfZN8LelSnE","","8","UCrUxspbpZI0z5MzEotXe7tg","一億総YouTuber計画チャンネル","https://www.youtube.com/channel/UCrUxspbpZI0z5MzEotXe7tg","","0"
"exoiCMTjqu4","【CM】ハーゲンダッツ","2018-06-12 10:50:02 UTC","https://www.youtube.com/watch?v=exoiCMTjqu4","磁気テープ動画救出シリーズ第80弾。ハーゲンダッツ。","0","UCq5uPvyJazo97R69xekbMew","磁気テープ動画 -MAGNETIC TAPE VIDEO-","https://www.youtube.com/channel/UCq5uPvyJazo97R69xekbMew","古いビデオテープから発掘した動画のアーカイブです。","0"
"_QUXEHdjvtU","「ラップ？篇」「お聞きします。篇」CMメイキング【みずほ証券公式】","2018-06-12 08:15:57 UTC","https://www.youtube.com/watch?v=_QUXEHdjvtU","みずほ証券のCM「ラップ？篇」「お聞きします。篇」メイキングです。
出演者：玉山鉄二、鈴木亮平、福士蒼汰

CMの詳細はこちら
https://www.mizuho-sc.com/company/tvcm/index.html

【みずほ証券】の公式ページ
公式サイト：https://www.mizuho-sc.com/index.html

みずほ証券に関するさまざまな動画を公開していきます。チャンネル登録をお願いします。

＜金融商品のリスクと手数料＞
みずほ証券の取り扱いの商品等にご投資いただく際には、各商品等に所定の手数料をご負担いただきます。また、各商品等には価格の変動等による損失を生じるおそれがあります。商品ごとに手数料等およびリスクは異なりますので、当該商品等の契約締結前交付書面や目論見書またはお客さま向け資料等をよくお読みください。

商号等：
みずほ証券株式会社 金融商品取引業者 関東財務局長（金商）第94号

加入協会：
日本証券業協会、一般社団法人日本投資顧問業協会、一般社団法人金融先物取引業協会、一般社団法人第二種金融商品取引業協会","","UCSIxpfhIsbb5t7AKN-CNRVg","みずほ証券 公式","https://www.youtube.com/channel/UCSIxpfhIsbb5t7AKN-CNRVg","みずほ証券のYouTube公式チャンネルです。 
みずほ証券に関するさまざまな動画を公開していきます。

商号等：みずほ証券株式会社 金融商品取引業者 関東財務局長（金商）第94号
加入協会：日本証券業協会、一般社団法人日本投資顧問業協会、一般社団法人金融先物取引業協会、一般社団法人第二種金融商品取引業協会","0"
"lYPxgUbNBgM","東浦町PR動画「どんぴしゃ！東浦」（CM Ver.）","2018-06-12 06:42:36 UTC","https://www.youtube.com/watch?v=lYPxgUbNBgM","東浦町出身のタレント 田村 侑久さん（BOYS AND MEN）や
声優 小坂井 祐莉絵さんに出演いただいた他、
多くの住民の方々にもご協力いただき、
東浦町の魅力を詰め込んだPR動画を作成しました。

東浦町はきっとあなたに『どんぴしゃ』な町！ぜひご覧ください♪

◆東浦町公式チャンネル
　https://www.youtube.com/channel/UC--ta_CXMQUUz-tKBfBKXuA

＜東浦町PR動画＞
◆本編
　https://youtu.be/i0pjLCuiLHY
◆本編（English Sub.）
　https://youtu.be/q1IkeRdWmks
◆CM版
　https://youtu.be/HwX6KzB5NhA
◆ダイジェスト版
　https://youtu.be/UnsjkasUZnU

＜ホームページ＞
◆東浦で暮らす
　http://www.town.aichi-higashiura.lg.j...
◆公式ホームページ
　http://www.town.aichi-higashiura.lg.jp/","0","UCfwLrxqcEhRvTuHSIwACkrg","全国移住ナビ「移住チャンネル」","https://www.youtube.com/channel/UCfwLrxqcEhRvTuHSIwACkrg","","0"
