"id","title","published_at","url","description","view_count","like_count","channel_id","channel_title","channel_url","channel_description","be_excluded"
"LrkfFlDIiXg","明治安田生命　2018年度企業ＣＭ「やさしい時間」篇","2018-06-04 05:00:02 UTC","https://www.youtube.com/watch?v=LrkfFlDIiXg","説明",6364,,"UChS6u2JgYDFX_LUNTgNV34A","公式チャンネル明治安田生命","https://www.youtube.com/channel/UChS6u2JgYDFX_LUNTgNV34A","明治安田生命保険相互会社のテレビCMや動画をご紹介する、CMのチャンネルです。",0
"LPplhdXM0xI","明治安田生命　2018年度企業ＣＭ「青春の輝き」篇","2018-06-04 05:00:00 UTC","https://www.youtube.com/watch?v=LPplhdXM0xI","説明",3227,,"UChS6u2JgYDFX_LUNTgNV34A","公式チャンネル明治安田生命","https://www.youtube.com/channel/UChS6u2JgYDFX_LUNTgNV34A","明治安田生命保険相互会社のテレビCMや動画をご紹介する、CMのチャンネルです。",0
"JFkxs6-YOec","明治安田生命　2018年度企業ＣＭ「小さな光」篇","2018-06-04 05:00:01 UTC","https://www.youtube.com/watch?v=JFkxs6-YOec","説明",3207,,"UChS6u2JgYDFX_LUNTgNV34A","公式チャンネル明治安田生命","https://www.youtube.com/channel/UChS6u2JgYDFX_LUNTgNV34A","明治安田生命保険相互会社のテレビCMや動画をご紹介する、CMのチャンネルです。",0
"W70Dktkdlp0","Colt Cabana On If He's Still Friends With CM Punk","2018-06-15 14:53:38 UTC","https://www.youtube.com/watch?v=W70Dktkdlp0","Colt Cabana tries to explain his relationship with CM Punk following their trial with WWE Doctor Chris Amann.",1168,22,"UCHVnqStL6c3mQcKhWCZfhCQ","WrestlingINC","https://www.youtube.com/channel/UCHVnqStL6c3mQcKhWCZfhCQ","The official YouTube channel for WrestlingINC.com, the industry pioneer in WWE, TNA and all things pro wrestling. Wrestling news, results, videos, spoilers and much more since 1997.",1
"jTWFcRPDaxE","テレビＣＭ「エアコン欲しいけど」篇","2018-06-22 19:06:50 UTC","https://www.youtube.com/watch?v=jTWFcRPDaxE","「エアコン欲しいけど・・・」
「電気代心配だし・・・」
そんなあなたに、エアコン専用のおトクな電気料金プランが登場！
エアコン購入キャンペーン、８月３１日まで実施中！",997,,"UCi-TzMqCruAg5sNdzgrfFmQ","北海道電力","https://www.youtube.com/channel/UCi-TzMqCruAg5sNdzgrfFmQ","北海道電力が運営する公式YouTubeチャンネルです。",0
"6913fFjMwFQ","［学生作品紹介］東北芸術工科大学CM no.2","2018-06-13 04:09:43 UTC","https://www.youtube.com/watch?v=6913fFjMwFQ","映像学科1年生が、2018年度前期の授業内で東北芸工大のCMづくりに挑戦。ついこの前まで高校生だった1年生が切り取る新鮮な目線・切り口の作品です。

担当教員：今村直樹 教授（CMディレクター）

東北芸術工科大学：http://www.tuad.ac.jp/
映像学科：http://www.tuad.ac.jp/filmandmedia/

その他の作品：
https://www.youtube.com/embed/sxtc1CJ2LBU 
https://www.youtube.com/embed/6913fFjMwFQ
https://www.youtube.com/embed/H-e8CDnJw7s
https://www.youtube.com/embed/ZVsgubEk9gg",378,4,"UCI060LtF1F0vt4HfKIfYMYg","東北芸術工科大学","https://www.youtube.com/channel/UCI060LtF1F0vt4HfKIfYMYg","東北芸術工科大学の関連動画を公開しています。
映像学科の学生作品など現在公開している動画は、大学公式サイトからのみ再生可能になっております。",0
"yqKvOZZqJNE","CM PUNK VS. MICHAEL JACKSON UFC225","2018-06-10 05:03:33 UTC","https://www.youtube.com/watch?v=yqKvOZZqJNE","CM PUNK VS. MICHAEL JACKSON UFC225 HIGHLIGHTS FULL VIDEO
 CM PUNK VS. MICHAEL JACKSON UFC225 HIGHLIGHTS FULL VIDEO
CM PUNK VS. MICHAEL JACKSON UFC225 HIGHLIGHTS FULL VIDEO
CM PUNK VS. MICHAEL JACKSON UFC225 HIGHLIGHTS FULL VIDEO
CM PUNK VS. MICHAEL JACKSON UFC225 HIGHLIGHTS FULL VIDEO
CM PUNK VS. MICHAEL JACKSON UFC225 HIGHLIGHTS FULL VIDEO
CM PUNK VS. MICHAEL JACKSON UFC225 HIGHLIGHTS FULL VIDEO
CM PUNK VS. MICHAEL JACKSON UFC225 HIGHLIGHTS FULL VIDEO",1750,7,"UCi3BaH380nzUub9KyqddPSg","BLACK PANTHER MMA","https://www.youtube.com/channel/UCi3BaH380nzUub9KyqddPSg","🔴SUBSCRIBE FOR MORE OTHER MMA CONTENT!!! 
. 
. 
. 
Mixed Martial Arts training has exploded in popularity, recently. We believe that MMA is a fantastic way to get in better shape, mentally, and physically that anyone can do.
Fitness Benefits: 
There are lots of fitness benefits to practicing MMA. Studies have shown that MMA training, unlike other types of exercise, works on your total body. 
Get Flexible: 
Just like so many other sports, MMA training improve flexibility. For participants approaching older ages, flexibility can be very important. 
Look Great: 
If you want to totally transform your body, MMA training is the way to go. Not only can you get a workout of your entire body quickly when participating in it, but you can also focus on certain areas.
Mental Health Benefits: 
Studies show that there are a bevy of mental health benefits to MMA training. 
And dozens of other physical health and mental health benefits!!!",1
"Q60-wLwFl_o","[JT CM] 「想うた　親を想う」篇（30秒） 【公式】","2018-06-14 15:00:05 UTC","https://www.youtube.com/watch?v=Q60-wLwFl_o","たいせつな人への“想い”を“うた”にのせて届ける「想うた」シリーズ。
とある一人の若者を主人公に、人と人がお互いに想い合う気持ちを、
オリジナル楽曲に乗せて伝えていきます。
第一弾は、「親を想う」篇です。
現代社会を生きる若者が、自分を支えてくれている親の想いや大切さに気づく過程を描きました。
親は子を想い、子は親を想う。そんな普遍的なテーマを描くことで、
「ひとのときを、想う。」に込められたJTの想いをお伝えしています。

出演：北村匠海（きたむら たくみ）

親を想う（JT CMオリジナル楽曲）
作曲：キヨサク（MONGOL800）
歌詞：篠原誠
歌：キヨサク（MONGOL800）

■スペシャルムービーver.はこちら↓
[JT CM] スペシャルムービー「想うた　親を想う」篇（120秒） 
https://youtu.be/H__UFuZ7FVw

■60ver.はこちら↓
[JT CM] 「想うた　親を想う」篇（60秒） 
https://youtu.be/0W4SqO8q05g

最新のCMやスポーツ/イベントなど、JTの取り組みを動画で紹介します。チャンネル登録はこちら↓（Subscribe）
https://goo.gl/OKWGXD

JT公式サイト
https://www.jti.co.jp/

JT CM GALLARY
https://www.jti.co.jp/corporate/tvcm/index.html

JT公式Facebookページ
https://www.facebook.com/jti.co.jp",11786,,"UCiAqiZgpxqc5ZrqAWbxXLNg","JT公式チャンネル","https://www.youtube.com/channel/UCiAqiZgpxqc5ZrqAWbxXLNg","JTの公式YouTubeチャンネルです。最新のCMや、スポーツ/イベントなどJTの取り組みを動画で紹介します。「チャンネル登録」していただいた方には、最新の動画情報をお知らせします。

運営：JT",0
"0W4SqO8q05g","[JT CM] 「想うた　親を想う」篇（60秒） 【公式】","2018-06-14 15:00:04 UTC","https://www.youtube.com/watch?v=0W4SqO8q05g","たいせつな人への“想い”を“うた”にのせて届ける「想うた」シリーズ。
とある一人の若者を主人公に、人と人がお互いに想い合う気持ちを、
オリジナル楽曲に乗せて伝えていきます。
第一弾は、「親を想う」篇です。
現代社会を生きる若者が、自分を支えてくれている親の想いや大切さに気づく過程を描きました。
親は子を想い、子は親を想う。そんな普遍的なテーマを描くことで、
「ひとのときを、想う。」に込められたJTの想いをお伝えしています。

出演：北村匠海（きたむら たくみ）

親を想う（JT CMオリジナル楽曲）
作曲：キヨサク（MONGOL800）
歌詞：篠原誠
歌：キヨサク（MONGOL800）

■スペシャルムービーver.はこちら↓
[JT CM] スペシャルムービー「想うた　親を想う」篇（120秒） 
https://youtu.be/H__UFuZ7FVw

■30ver.はこちら↓
[JT CM] 「想うた　親を想う」篇（30秒） 
https://youtu.be/Q60-wLwFl_o

最新のCMやスポーツ/イベントなど、JTの取り組みを動画で紹介します。チャンネル登録はこちら↓（Subscribe）
https://goo.gl/OKWGXD

JT公式サイト
https://www.jti.co.jp/

JT CM GALLARY
https://www.jti.co.jp/corporate/tvcm/index.html

JT公式Facebookページ
https://www.facebook.com/jti.co.jp",33425,,"UCiAqiZgpxqc5ZrqAWbxXLNg","JT公式チャンネル","https://www.youtube.com/channel/UCiAqiZgpxqc5ZrqAWbxXLNg","JTの公式YouTubeチャンネルです。最新のCMや、スポーツ/イベントなどJTの取り組みを動画で紹介します。「チャンネル登録」していただいた方には、最新の動画情報をお知らせします。

運営：JT",0
"H__UFuZ7FVw","[JT WEB限定CM] スペシャルムービー「想うた　親を想う」篇（120秒） 【公式】","2018-06-14 15:00:02 UTC","https://www.youtube.com/watch?v=H__UFuZ7FVw","たいせつな人への“想い”を“うた”にのせて届ける「想うた」シリーズ。
とある一人の若者を主人公に、人と人がお互いに想い合う気持ちを、
オリジナル楽曲に乗せて伝えていきます。
第一弾は、「親を想う」篇です。
現代社会を生きる若者が、自分を支えてくれている親の想いや大切さに気づく過程を描きました。
親は子を想い、子は親を想う。そんな普遍的なテーマを描くことで、
「ひとのときを、想う。」に込められたJTの想いをお伝えしています。

出演：北村匠海（きたむら たくみ）

親を想う（JT CMオリジナル楽曲）
作曲：キヨサク（MONGOL800）
歌詞：篠原誠
歌：キヨサク（MONGOL800）

■60ver.はこちら↓
[JT CM] 「想うた　親を想う」篇（60秒） 
https://youtu.be/0W4SqO8q05g

■30ver.はこちら↓
[JT CM] 「想うた　親を想う」篇（30秒） 
https://youtu.be/Q60-wLwFl_o

最新のCMやスポーツ/イベントなど、JTの取り組みを動画で紹介します。チャンネル登録はこちら↓（Subscribe）
https://goo.gl/OKWGXD

JT公式サイト
https://www.jti.co.jp/

JT CM GALLARY
https://www.jti.co.jp/corporate/tvcm/index.html

JT公式Facebookページ
https://www.facebook.com/jti.co.jp",74462,,"UCiAqiZgpxqc5ZrqAWbxXLNg","JT公式チャンネル","https://www.youtube.com/channel/UCiAqiZgpxqc5ZrqAWbxXLNg","JTの公式YouTubeチャンネルです。最新のCMや、スポーツ/イベントなどJTの取り組みを動画で紹介します。「チャンネル登録」していただいた方には、最新の動画情報をお知らせします。

運営：JT",0
"4cuCBDX8cjE","10円ピンポン！CMメイキングムービー","2018-06-18 02:32:24 UTC","https://www.youtube.com/watch?v=4cuCBDX8cjE","＼ 10円ピンポン 開催中／

6月18日(月)～7月17日(火)の期間限定！
毎週変わる プレゼント ♡

期間中 LINE Pay で 10円 以上の 送金 をすると、 ローソン や マクドナルド の 人気商品 がもらえる ♪

キャンペーンアンバサダーをつとめる欅坂46のみなさんが出演したCMのメイキングを公開♪

キャンペーン の詳細はこちらから▶https://lin.ee/5S6MZZ4/qjha",23325,223,"UCicgQuW_fYuybs1MWNCAJ9Q","LINE Pay","https://www.youtube.com/channel/UCicgQuW_fYuybs1MWNCAJ9Q",,1
"ovErdsITPqs","1993　CM　そうてつ　日栄　ライオデント　アイリス　富士通　トレパンマン　Esso　NEC　資生堂","2018-06-12 14:34:01 UTC","https://www.youtube.com/watch?v=ovErdsITPqs",,1289,6,"UCiDdgprj8UWWyXKC_d7L3_w","西蓮寺ココ","https://www.youtube.com/channel/UCiDdgprj8UWWyXKC_d7L3_w","昔の動画がメインです。ドライブ動画は変化の激しい地元の街並みを撮影し映像として記録しておくのが目的です
Youtubeに投稿し始めたのは2015年の12月からです。",1
"kXli451POhw","宮崎興梠豆腐CM 360p","2018-06-17 02:35:30 UTC","https://www.youtube.com/watch?v=kXli451POhw",,8,0,"UCIhjOohGn4qeEJnGa8RPl5A","家政夫は見たぞ","https://www.youtube.com/channel/UCIhjOohGn4qeEJnGa8RPl5A",,1
"nRuhFISoI9M","新日本海フェリー CM 2018","2018-06-04 18:19:23 UTC","https://www.youtube.com/watch?v=nRuhFISoI9M","『踊り出したくなる旅がある 
  わがまま気ままな船の旅
　北海道へ　新日本海フェリー 』
新日本海フェリー「らべんだあ」号
振付：KAORIalive（Memorable Moment）",2038,10,"UCIOpMyNyMghU_L6tBRMmRag","パパHR","https://www.youtube.com/channel/UCIOpMyNyMghU_L6tBRMmRag",,1
"cXa1k1wVSdA","魁！クロマティ高校 第05話で流れたCM","2018-06-17 09:50:13 UTC","https://www.youtube.com/watch?v=cXa1k1wVSdA","2003年",324,4,"UCIwOFBMtyUViq8HjqzfZP2g","madsan","https://www.youtube.com/channel/UCIwOFBMtyUViq8HjqzfZP2g","アニメの時間に流れた懐かしのCM、1997年からのものをアップしています。
2000年前後がかなり多いです。現在、特撮の時間に流れたCMを中心にアップしています",1
"1TslCotC57s","CM Punk Shoots on Working All In 2018","2018-06-07 14:59:09 UTC","https://www.youtube.com/watch?v=1TslCotC57s","Source: https://www.youtube.com/watch?v=AyiRO0_Ta7o

CM Punk shoots on working All In this September in Chicago organized by The Young Bucks and Cody of the Bullet Club and Being The Elite.",2230,45,"UCJ_pCZitypCq_ab4SgZorwg","WrestlingInsiders","https://www.youtube.com/channel/UCJ_pCZitypCq_ab4SgZorwg",,1
"d5aeAZaPEHQ","【面白いcm】タフマン メイプル超合金 伊東四朗","2018-06-27 02:16:15 UTC","https://www.youtube.com/watch?v=d5aeAZaPEHQ","【ヤクルト公式】　タフマンブランド　「タフマンの世界：電話」篇
【ヤクルト公式】　タフマンブランド　「タフマンの世界：慣れ」篇
【ヤクルト公式】　タフマンブランド　「タフマンの世界：昔話」篇
【ヤクルト公式】　タフマンブランド　「タフマンの世界：プライオリティ」篇
【ヤクルト公式】　タフマンブランド　「タフマンの世界：打ち上げ」篇
【ヤクルト公式】TVCM　メイキングムービー　「タフマンブランド」",1032,8,"UCJ3Gtye8kzQUqbSxEgtcLYw","テレビ応援","https://www.youtube.com/channel/UCJ3Gtye8kzQUqbSxEgtcLYw",,1
"nTcV9F77zWI","【キムタクcm】木村拓哉 そごう西武動画 ファン歓喜","2018-06-24 02:14:41 UTC","https://www.youtube.com/watch?v=nTcV9F77zWI",,7746,54,"UCJ3Gtye8kzQUqbSxEgtcLYw","テレビ応援","https://www.youtube.com/channel/UCJ3Gtye8kzQUqbSxEgtcLYw",,1
"dXpksgPRfC8","Luis y Andrea bailan Unión Eterna (bachata dance / Allen CM)","2018-06-06 00:11:30 UTC","https://www.youtube.com/watch?v=dXpksgPRfC8",,143,11,"UCj7kzlu1NDmRXUfQKislmug","Allen CM","https://www.youtube.com/channel/UCj7kzlu1NDmRXUfQKislmug","Canal oficial de Allen CM. Suscribete para que escuches mas de su música.
Contacto: allencmoficial@gmail.com (+51) 991124953

Facebook: https://www.facebook.com/allencmoficial/
Instagram: https://www.instagram.com/allencmofic...
Twitter: https://twitter.com/allencmoficial?la...",1
"-iXOhp3DFC0","CM KCR Funny Speech on Telangana Congress Leaders at Rythu Bandhu Insurance Scheme | YOYO TV Channel","2018-06-05 11:18:17 UTC","https://www.youtube.com/watch?v=-iXOhp3DFC0","CM KCR Funny Speech on Telangana Congress Leaders at Rythu Bandhu Insurance Scheme

Follow Us on: 
Facebook: http://bit.ly/2hkcu66 
https://plus.google.com/+YOYOTVChannel
Twitter: https://twitter.com/YOYOTVChannel 
Website: http://yoyoiptv.com/
Subscribe Us https://www.youtube.com/channel/UCJ97pLhPp-CU9Tj4-dp9B6g?sub_confirmation=1",42128,366,"UCJ97pLhPp-CU9Tj4-dp9B6g","YOYO TV Channel","https://www.youtube.com/channel/UCJ97pLhPp-CU9Tj4-dp9B6g","YOYO TV Channel is the popular Telugu News channel Across Telangana and Andhra Pradesh. Telugu Live news gives 24 Hours live news covering political news, sports news, entertainment news, facebook live events, comedy Telugu web series and Tollywood movie promotions, Free Telugu News Channel, 24/7 news Telugu channel

Telugu, English, Malayalam, Tamil, Hindi, Kannada Languages Channels owned by YOYO Media Pvt Ltd.

News Covered from Hyderabad, Vijayawada, Vizag, Amaravathi, Warangal, Khammam, Srikakulam, Nellore, Prakasam, Rangareddy,  Kakinada 

Telangana political news, Andhra Pradesh political news, ts political news, ap political news.
Telangana cm KCR news, Andra Pradesh CM Chandrababu Naidu news

Andra Pradesh Huge Political News On Ys Jagan Mohan Reddy (YSRCP) , CM Chandarbabu Naidu(TDP), Nara Lokesh,YCP MLA Roja, 
Ms. Bhuma Akhila Priya, Smt.Paritala Sunithamma. jc diwakar reddy, sujana chowdary, anam vivek, kodela siva prasad, bhuma nagi reddy, ke krishnamurthy, sharmila, vijay",1
"DX5Dqd80bgI","Srikanth Chary Mother Emotional Speech | CM KCR | Telangana Formation Day 2018  | YOYO TV Channel","2018-06-02 07:07:48 UTC","https://www.youtube.com/watch?v=DX5Dqd80bgI","Srikanth Chary Mother Emotional Speech 

Follow Us on: 
Facebook: http://bit.ly/2hkcu66 
https://plus.google.com/+YOYOTVChannel
Twitter: https://twitter.com/YOYOTVChannel 
Website: http://yoyoiptv.com/
Subscribe Us https://www.youtube.com/channel/UCJ97pLhPp-CU9Tj4-dp9B6g?sub_confirmation=1",87179,759,"UCJ97pLhPp-CU9Tj4-dp9B6g","YOYO TV Channel","https://www.youtube.com/channel/UCJ97pLhPp-CU9Tj4-dp9B6g","YOYO TV Channel is the popular Telugu News channel Across Telangana and Andhra Pradesh. Telugu Live news gives 24 Hours live news covering political news, sports news, entertainment news, facebook live events, comedy Telugu web series and Tollywood movie promotions, Free Telugu News Channel, 24/7 news Telugu channel

Telugu, English, Malayalam, Tamil, Hindi, Kannada Languages Channels owned by YOYO Media Pvt Ltd.

News Covered from Hyderabad, Vijayawada, Vizag, Amaravathi, Warangal, Khammam, Srikakulam, Nellore, Prakasam, Rangareddy,  Kakinada 

Telangana political news, Andhra Pradesh political news, ts political news, ap political news.
Telangana cm KCR news, Andra Pradesh CM Chandrababu Naidu news

Andra Pradesh Huge Political News On Ys Jagan Mohan Reddy (YSRCP) , CM Chandarbabu Naidu(TDP), Nara Lokesh,YCP MLA Roja, 
Ms. Bhuma Akhila Priya, Smt.Paritala Sunithamma. jc diwakar reddy, sujana chowdary, anam vivek, kodela siva prasad, bhuma nagi reddy, ke krishnamurthy, sharmila, vijay",1
"qoIenYbL7GY","高知県初上陸！オートレース南国のCM","2018-06-19 05:25:37 UTC","https://www.youtube.com/watch?v=qoIenYbL7GY","2018年3月29日にOPENした高知県南国市にあるオートレース場外車券売場「オートレース南国」のCM。
http://autorace.jp/",1074,10,"UCJAPqcMNYk3HMknRuPMNvKA","autofficial","https://www.youtube.com/channel/UCJAPqcMNYk3HMknRuPMNvKA","オートレースは競馬・競輪・ボートレースと並ぶ日本の公営ギャンブルです。
日本に６か所（伊勢崎・川口・船橋・浜松・山陽・飯塚）にあり、バイクでオーバルコースを走るマシンスポーツとしても知られています。

AutoRace is a municipally managed competitive sports along with horse, bicycle, and boatracing. Racing around the asphalt oval circuit on a motorcycle----it' a heated contest of speed.",0
"FjZft_GL17Q","グレードレース7のCM「GIIウィナーズカップ 」（浜松・6/13～17）","2018-06-05 06:27:43 UTC","https://www.youtube.com/watch?v=FjZft_GL17Q","オートレースの「グレードレース・第７レース」の２連単払戻率が８０％となる「グレードレース７」の新ＣＭ
2018.6.13～17まで浜松オートレース場で行われる「GⅡウィナーズカップ」の開催告知入り
出演女子オートレーサー：藤本梨恵（伊勢崎・32期）、岡谷美由紀（浜松・32期）
オフィシャルサイト http://autorace.jp/
特設サイト（ＰＤＦ新聞、直前予想配信ほか) 
http://autorace.jp/g2/20180613/",967,7,"UCJAPqcMNYk3HMknRuPMNvKA","autofficial","https://www.youtube.com/channel/UCJAPqcMNYk3HMknRuPMNvKA","オートレースは競馬・競輪・ボートレースと並ぶ日本の公営ギャンブルです。
日本に６か所（伊勢崎・川口・船橋・浜松・山陽・飯塚）にあり、バイクでオーバルコースを走るマシンスポーツとしても知られています。

AutoRace is a municipally managed competitive sports along with horse, bicycle, and boatracing. Racing around the asphalt oval circuit on a motorcycle----it' a heated contest of speed.",0
"a48FfRiHR8w","FORMER CM PRATAPSINGH RANE UNDER MEDICAL SUPERVISION IN GMC _Prudent Media Goa","2018-06-17 14:45:49 UTC","https://www.youtube.com/watch?v=a48FfRiHR8w","Former CM of Goa and Congress MLA from Poriem has been admitted in GMC. He is under medical supervision from last night. However, exact reason of hospitalising senior Rane is not known. 
PRUDENT MEDIA GOA | Most Popular Goa News Channel
Check out latest news on Goa, Politics, Business, Cricket, Technology, Automobile, Lifestyle & Health and Travel. 

#Goa_news_channel
#konkani_news
#Konkani_Goa_365_News_Live_Today


Subscribe on youtube  ► https://goo.gl/taiJmn
More on https://www.prudentmedia.in
Facebook  ► https://www.facebook.com/PrudentMedia/
Twitter       ► https://twitter.com/prudentgoa
Playstore   ► https://play.google.com/store/apps/details?id=in.PrudentMedia",2052,3,"UCJb1MeQClvGeSMeBSVLKnDQ","Prudent Media Goa","https://www.youtube.com/channel/UCJb1MeQClvGeSMeBSVLKnDQ",,1
"uA0XAr-pZ6A","CM PARRIKAR ARRIVES IN GOA _Prudent Media Goa","2018-06-14 14:43:38 UTC","https://www.youtube.com/watch?v=uA0XAr-pZ6A","Chief Minister Manohar Parrikar has arrived in Goa after three months of medical treatment in United States. Parrikar had been in US for treatment of pancreatic ailment since March. On his arrival at Goa International Airport, Parrikar was escorted amidst heavy police security. DGP Muktesh Chander was present to receive Parrikar.  

Sources have stated that CM may take up official work soon. 
PRUDENT MEDIA GOA | Most Popular Goa News Channel
Check out latest news on Goa, Politics, Business, Cricket, Technology, Automobile, Lifestyle & Health and Travel. 

#Goa_news_channel
#konkani_news
#Konkani_Goa_365_News_Live_Today


Subscribe on youtube  ► https://goo.gl/taiJmn
More on https://www.prudentmedia.in
Facebook  ► https://www.facebook.com/PrudentMedia/
Twitter       ► https://twitter.com/prudentgoa
Playstore   ► https://play.google.com/store/apps/details?id=in.PrudentMedia",15521,54,"UCJb1MeQClvGeSMeBSVLKnDQ","Prudent Media Goa","https://www.youtube.com/channel/UCJb1MeQClvGeSMeBSVLKnDQ",,1
"7li_j5R10Ks","JTBグループブランドCM「レッドカウチ」篇（日本語版）【JTB公式 official】","2018-06-21 08:39:33 UTC","https://www.youtube.com/watch?v=7li_j5R10Ks","私たちJTBグループがお客様に約束する「感動のそばに、いつも。」をお伝えする映像です",151,2,"UCjDeNR2xFC4wFh3txHql20Q","JTB公式 official","https://www.youtube.com/channel/UCjDeNR2xFC4wFh3txHql20Q","JTBでは「感動のそばに、いつも。」をスローガンに、ユーザーのみなさまと「価値ある出会いと交流の場」になるよう旅の「いいね！」を創造いたします。",0
"6pKGlmQ_qRk","JTBグループブランドCM「レッドカウチ」篇（英語版）【JTB公式 official】","2018-06-21 08:37:38 UTC","https://www.youtube.com/watch?v=6pKGlmQ_qRk",,52,0,"UCjDeNR2xFC4wFh3txHql20Q","JTB公式 official","https://www.youtube.com/channel/UCjDeNR2xFC4wFh3txHql20Q","JTBでは「感動のそばに、いつも。」をスローガンに、ユーザーのみなさまと「価値ある出会いと交流の場」になるよう旅の「いいね！」を創造いたします。",0
"BA61s25km0E","Constable Suspended After A Social Media Post On CM HD Kumaraswamy","2018-06-19 09:12:46 UTC","https://www.youtube.com/watch?v=BA61s25km0E","Constable Suspended After A Social Media Post On CM HDK

Visit Us at: 
►Facebook: https://www.facebook.com/SuvarnaNews 
►Twitter: https://twitter.com/SuvarnaNewstv 
►Website: http://www.suvarnanews.com

Check out the latest news from Karnataka, India and across the world. Latest Trending news on Sandalwood, Politics, Business, Cricket, Technology, Automobile, Lifestyle & Health and Travel. More on suvarnanews.com

► SUBSCRIBE OUR CHANNEL : https://goo.gl/8eNAWQ",1235,2,"UCjElJyiXmQXnWmceQ1JyKrA","Suvarna News | ಸುವರ್ಣ ನ್ಯೂಸ್","https://www.youtube.com/channel/UCjElJyiXmQXnWmceQ1JyKrA","The Most Popular Kannada News Channel. The Number One Kannada TV News Channel of India
ಸುವರ್ಣ ನ್ಯೂಸ್ - ಕರ್ನಾಟಕದ ಸುಪ್ರಸಿದ್ಧ ಸುದ್ಧಿ ವಾಹಿನಿ | ನಂಬರ್ ಒನ್ ಕನ್ನಡ ನ್ಯೂಸ್ ಚಾನೆಲ್
ನೇರ - ದಿಟ್ಟ - ನಿರಂತರ
Watch latest news updates from across the globe on Suvarna News. With our network spread across every district in Karnataka, Suvarna News is Karnataka's No. 1 Kannada News Channel.The leading regional news channels also has a significant presence across India. We bring you the latest, updated breaking news from every corner of Karnataka, including political news, entertainment news, sandalwood news, breaking news, celebrity news, sting operations and more.  The viewers can access the most popular Kannada news channel on their mobiles, tablets, smartphones and desktops.

Get Latest Local and National News in Kannada and English‬.

Visit Us At:
Official Website: http://www.suvarnanews.com
Facebook: https://www.facebook.com/SuvarnaNews 
Twitter: https://twitter.com/SuvarnaNewstv",1
"uazx9esnZLg","EXCLUSIVE: CM Punk On Not Guilty Verdict and Putting WWE Chapter Behind Him","2018-06-05 22:47:23 UTC","https://www.youtube.com/watch?v=uazx9esnZLg","I talked CM Punk for Fightful.com right after his was found not guilty in a lawsuit brought by WWE Head Doctor Christopher Amann. Punk discusses the trial ending ,closing the WWE chapter and more.

Go to http://www.fightful.com for the latest on the CM Punk/Colt Cabana vs WWE Doctor Christopher Amann.",302784,5693,"UCjEMnlaXCcCFLNwkkWgzueA","Steven Muehlhausen","https://www.youtube.com/channel/UCjEMnlaXCcCFLNwkkWgzueA","My name is Steven Muehlhausen and I am the lead Boxing/MMA writer for SportingNews.com. 

This channel will provide you with interviews from the world of Boxing and MMA.",1
"1u1-rF0AQUQ","CM Chandrababu serious on Nayi Brahmins | Stops Convey","2018-06-18 14:43:50 UTC","https://www.youtube.com/watch?v=1u1-rF0AQUQ","CM Chandrababu serious on Nayi Brahmins | Stops Convey",17036,167,"UCJi8M0hRKjz8SLPvJKEVTOg","ETV Andhra Pradesh","https://www.youtube.com/channel/UCJi8M0hRKjz8SLPvJKEVTOg","ETV Andhra Pradesh is a 24 x 7 satellite channel comprising News (Telugu News), News based programs, women's infotainment programs,film news, youth based programs, devotional programs, and special programs relating to Telugu language speaking community and the Indian State of Andhra Pradesh.  

ETV Andhra Pradesh is part of Ramoji group which is a diversified group with substantial business interests in Media (print as well as electronic), Entertainment (Film & TV Software programming), Foods, Finance, Retail, Hospitality & Education.  Supporting Eenadu Television is the stupendous infrastructure of Ramoji Film City, the world's largest and most comprehensive film studio complex.",1
